text,start,count
breast and ovarian cancer,72,
inherited,62,
tumour,678,
inherited breast and ovarian cancer,62,
inherited breast and ovarian,62,
breast,72,
ovarian cancer,83,
Ovarian cancer,0,
ovarian cancer,889,
inherited cancer,1415,
breast cancer,1244,
breast cancer,92,
syndrome,1432,
hereditary ovarian cancer,1192,
cancer,503,
ovarian cancer,764,
inherited cancer syndrome,1415,
ovarian cancer,125,
cancers,612,
hereditary breast,742,
breast cancer,632,
myotonic dystrophy,91,
myotonic dystrophy unstable (CTG)n,91,
DM,1123,
Myotonic,0,
Myotonic dystrophy ( DM,0,
CTG,49,
DM,437,
dysfunction of a number of transcription units in the vicinity,536,
CTG ) n trinucleotide repeat expansion,49,
DM,21,
Myotonic dystrophy,0,
hereditary,52,
hereditary retinoblastoma,52,
sporadic bilateral retinoblastoma,85,
retinoblastoma,104,
familial,73,
Type II human complement C2 deficiency,0,
impaired C2 secretion,120,
C2 deficiency,25,
C2 deficiency,245,
C2 deficiency,27,
Type II complement protein C2 deficiency,0,
selective block in C2 secretion,63,
C2 secretion is impaired,494,
Type II deficiency,297,
Type II C2 deficiency,522,
Type I C2 deficiency,238,
type IID von Willebrand disease,88,
von Willebrand disease,97,
IID,146,
type,1303,
defective multimer formation,1271,
type IID von Willebrand disease,141,
type IID von Willebrand disease,1303,
Wiskott-Aldrich,0,
Wiskott-Aldrich syndrome,0,
syndrome,16,
WAS,837,
cellular abnormalities,811,
WAS,195,
Wiskott-Aldrich,168,
syndrome,184,
Wiskott-Aldrich syndrome,168,
X-linked adrenoleukodystrophy,0,
idiopathic Addison's disease,53,
X-linked,0,
idiopathic,53,
Addison's,64,
adrenoleukodystrophy,9,
disease,74,
elevated plasma concentrations of very long chain fatty acids,1054,
Adrenomyeloneuropathy,442,
Adrenal,546,
with,1333,
adrenomyeloneuropathy with cerebral involvement,1311,
AMN,619,
Addisons disease,570,
ALD,221,
adrenomyeloneuropathy,1311,
X-Linked adrenoleukodystrophy,0,
Adrenal insufficiency,546,
adrenal insufficiency,121,
cerebral ALD,626,
the,92,
AMN,466,
cerebral involvement,1338,
ALD,686,
ALD,635,
cerebral,626,
idiopathic adrenocortical insufficiency,981,
demyelination,75,
idiopathic Addisons,1455,
cerebral ALD,1288,
AMN or cerebral ALD,619,
central,96,
X-Linked,0,
Addisons disease,749,
nervous,104,
demyelination of the central nervous system,75,
accumulation of very long chain fatty acids in tissue and body fluids,149,
ALD,1428,
adrenoleukodystrophy,9,
idiopathic Addisons disease,1455,
preclinical AMN,1373,
"adrenal insufficiency , and accumulation of very long chain fatty acids in tissue and body fluids",121,
AMN,1385,
Adrenomyeloneuropathy ( AMN,442,
ALD,1297,
ALD,368,
system,112,
of,89,
insufficiency ( Addisons disease,554,
X-Linked adrenoleukodystrophy ( ALD,0,
ALD,727,
ALD,32,
primary idiopathic adrenocortical insufficiency,973,
Tumor,0,
prostate,41,
human prostate carcinoma,35,
prostate carcinoma,41,
human prostate carcinoma,1506,
prostatic adenocarcinoma,918,
male cancer,47,
carcinomas,290,
tumor,1485,
prostate carcinoma,1512,
prostate adenocarcinoma,1445,
prostate adenocarcinoma 1,1445,
prostate adenocarcinoma,1037,
male,47,
Prostate secretory epithelial cells and androgen-dependent prostate carcinomas,222,
prostate,281,
carcinomas,389,
prostate,380,
cancer,52,
adenocarcinoma,1454,
tumor,874,
Prostate cancer,0,
prostate carcinomas,380,
prostatic adenocarcinoma,1624,
prostatic,1624,
prostate carcinomas,281,
and,53,
other cancers,57,
cancers,63,
carcinoma,43,
breast,36,
other,57,
breast carcinoma,36,
breast,1152,
and,404,
breast,397,
cancer,416,
sporadic breast cancers,1143,
cancers,1289,
sporadic,469,
tumour,1381,
cancers,497,
tumours,938,
breast,658,
breast carcinoma,1307,
breast cancer,914,
tumour,1222,
breast,914,
tumour,821,
pancreatic tumour,1370,
carcinoma,606,
these,186,
cancer,665,
breast cancers,1152,
familial breast,388,
ovarian,489,
cancer,921,
pancreatic,1370,
familial,388,
breast and ovarian cancers,478,
sporadic,253,
carcinoma,1314,
breast,599,
breast,478,
tumour,192,
cancers,262,
breast and ovarian cancer,397,
tumour,37,
breast cancer,729,
cancer,1456,
breast,729,
pancreatic,1445,
ovarian,408,
breast,1307,
cancer,107,
pancreatic cancer,1445,
breast carcinoma,599,
cancer,736,
cancers,1159,
and,485,
cancer,177,
sporadic,1143,
familial breast cancer,649,
hereditary,28,
cancer,58,
breast and ovarian cancer,48,
melanoma,1465,
breast-ovarian cancer,1197,
"prostatic , pancreas , skin , and lung cancer , a malignant melanoma , an oligodendroglioma , and a carcinosarcoma",1405,
cancer,1444,
"prostatic , pancreas",1405,
cancer,1795,
1 breast-ovarian cancer,1195,
ovarian,1597,
lung cancer,1439,
ovarian cancer,1092,
prostatic,1405,
ovarian cancers,1834,
oligodendroglioma,1479,
skin,1428,
ovarian cancer,1597,
a malignant melanoma,1453,
hereditary,1777,
hereditary breast cancer,1777,
carcinosarcoma,1505,
breast cancer,1788,
malignant,1455,
tumors,1324,
tumor,1339,
malignant melanoma,1455,
breast-ovarian cancer,1024,
breast,48,
12,1531,
Ovarian,118,
Ovarian Cancer,118,
Cancer,126,
Familial Ovarian,109,
Familial,109,
Familial Ovarian Cancer,109,
ovarian,725,
or,722,
ovarian cancer,725,
breast / ovarian cancer,595,
breast,130,
and,716,
breast,709,
early-onset breast and / or ovarian cancer,118,
ovarian cancer,604,
early-onset,118,
breast,595,
syndrome,105,
Li-Fraumeni,93,
Li-Fraumeni syndrome,93,
mutation,25,
a mutation in codon 344,82,
Li-Fraumeni syndrome,43,
Li-Fraumeni,43,
tumours,432,
tumours,602,
tumour,735,
mutation,388,
germline mutation,485,
leiomyosarcoma,659,
syndrome,55,
sporadic tumours,423,
tumour,113,
hereditary,43,
hereditary retinoblastoma,43,
retinoblastoma,54,
hereditary retinoblastoma,66,
tumor,1304,
hereditary,66,
retinoblastoma,77,
nonocular tumors,1338,
Huntington disease,73,
Huntington disease (HD,73,
HD,93,
HD,110,
HD,1690,
HD,1583,
Huntington disease ( HD,62,
of HD,1580,
Huntington disease,62,
Huntington,62,
HD,1098,
HD,83,
disease,73,
HD,1238,
with,57,
Canavan,86,
Canavan disease,86,
Canavan,487,
disease,1186,
Canavan disease,487,
Canavan disease,1178,
disease,495,
Canavan,1738,
Canavan,0,
loss of enzymatic activity,242,
Canavan disease,153,
autosomal recessive trait,35,
disease,8,
Canavan disease,0,
Canavan disease,1738,
Canavan,1178,
ataxia-telangiectasia,59,
A-T,83,
Wiskott-Aldrich syndrome,25,
syndrome,73,
Wiskott-Aldrich syndrome,57,
lymphoreticular disease,793,
Wiskott-Aldrich syndrome,881,
T cell-mediated fatal lymphoreticular disease,771,
Wiskott-Aldrich,881,
scurfy,760,
syndrome,897,
Wiskott-Aldrich,57,
lymphocytic infiltration,1034,
familial,43,
fever,66,
Mediterranean,52,
Colchicine in breast milk,0,
familial Mediterranean fever,43,
FMF,435,
fever,185,
FMF,1213,
familial Mediterranean fever ( FMF,162,
familial,162,
Mediterranean,171,
FMF,193,
familial Mediterranean fever,162,
mild myopathy,63,
Abnormal myotonic dystrophy,0,
myotonic dystrophy,9,
myopathy,68,
hypertrophic cardiomyopathy,546,
DMPK,116,
neonatal mortality,587,
DM-protein kinase,96,
Myotonic dystrophy ( DM,0,
DM symptoms,650,
DM,650,
fibre-type dependent atrophy,676,
hypertrophic cardiomyopathy and enhanced neonatal mortality,546,
DM,21,
myotonia,707,
hypertrophic,546,
DM-protein,96,
DMPK,168,
male-infertility,731,
Myotonic dystrophy,0,
DMPK,833,
enhanced neonatal mortality,578,
cataract,718,
Myotonic,0,
progressive,72,
late onset progressive myopathy,61,
myotonic dystrophy,17,
late,61,
onset,66,
progressive myopathy,72,
myopathy,84,
decrease in force generation,563,
DM,207,
late-onset,301,
"Muscles from mature mice show variation in fibre size , increased fibre degeneration and fibrosis",393,
50,558,
Myotonic,0,
dystrophy,9,
DM,788,
Myotonic dystrophy ( DM,0,
progressive skeletal myopathy,314,
fibrosis,482,
increased fibre degeneration,449,
autosomal dominant disorder,32,
Myotonic dystrophy,0,
variation in fibre size,423,
DM,21,
DM,388,
ultrastructural changes in muscle and a 50 % decrease in force generation,518,
"late-onset , progressive skeletal myopathy",301,
embryonic cellular proliferation,48,
tumor,4,
tumor suppressor,4,
mouse,88,
reduced cell proliferation accompanied by decreased expression of cyclin E and mdm-2,549,
Mutant embryos,279,
tumors,172,
mutant blastocyst growth,828,
Mutations,0,
reduced cell proliferation,549,
apoptosis,530,
breast,76,
extraembryonic region is abnormal,362,
embryogenesis,263,
disease,25,
heart,19,
coronary,10,
coronary heart disease,10,
CHD,892,
CHD,819,
CHD,1096,
disease,143,
coronary,128,
CHD,1239,
CHD,720,
CETP,1271,
CHD,153,
heart,137,
CHD,1365,
CHD,1332,
coronary heart disease,128,
retinoblastoma,38,
Wiskott-Aldrich,0,
Wiskott-Aldrich syndrome,0,
syndrome,16,
thrombocytopenia,140,
classical WAS,792,
Wiskott-Aldrich syndrome,4,
X-linked,131,
WAS,802,
syndrome,20,
Wiskott-Aldrich,4,
WAS,103,
X-linked thrombocytopenia,131,
severe eye abnormalities,68,
eye abnormalities,75,
Small eye,20,
Small eye,436,
hypoplasia,172,
lack eyes and nasal cavities,201,
eyes and,206,
nasal cavities,215,
brain abnormalities,242,
lack,201,
lack eyes and nasal cavities and exhibit brain abnormalities,201,
iris hypoplasia,167,
eye,26,
exhibit brain abnormalities,234,
Aniridia,0,
lack eyes,201,
developmental abnormalities of the eye,587,
developmental defects,880,
iris,167,
Small,20,
inherited metabolic disorder galactosemia,337,
metabolic disorder galactosemia,347,
galactosemia,1502,
galactosemia,366,
inherited,337,
Apoptosis,0,
disease,77,
HD,610,
HD,87,
Huntington,66,
apoptosis,650,
apoptosis,235,
Huntington disease ( HD,66,
HD,327,
Huntington disease,66,
sporadic breast / ovarian tumorigenesis,139,
breast / ovarian cancer,67,
Prader-Willi syndrome,69,
PWS,459,
PWS,529,
PWS,172,
Prader-Willi syndrome ( PWS,106,
Prader-Willi syndrome,106,
PWS,130,
disease,36,
Hippel-Lindau,22,
Hippel-Lindau disease,22,
von Hippel-Lindau disease,18,
tumour,44,
VHL,678,
renal,384,
sporadic renal cell carcinoma,375,
"retinal , cerebellar and spinal haemangioblastomas , renal cell carcinoma and phaeochromocytoma",211,
VHL,1451,
VHL,351,
VHL,1336,
normal human development,1801,
renal cell carcinoma,264,
von Hippel-Lindau ( VHL ) disease,4,
phaeochromocytoma,289,
VHL,527,
cell,390,
VHL,796,
cerebellar,221,
haemangioblastoma,409,
VHL,1630,
carcinoma,395,
VHL,24,
VHL,1551,
Hippel-Lindau,8,
haemangioblastomas,243,
VHL,159,
VHL,954,
renal cell carcinoma and haemangioblastoma,384,
carcinoma,275,
cerebellar and spinal,221,
VHL,1125,
VHL,1033,
retinal,211,
VHL-mediated,1731,
von Hippel-Lindau,4,
renal,264,
cancer,43,
breast,36,
hereditary breast cancer,25,
hereditary,25,
cancer,203,
breast,1372,
hereditary cancer,909,
high-risk breast cancer,608,
hereditary breast cancers,413,
hereditary breast cancer,330,
hereditary,330,
hereditary,413,
breast cancer,618,
hereditary breast cancer,185,
hereditary,1361,
hereditary breast cancer,1361,
breast or ovarian cancer,526,
North American hereditary breast cancers,398,
cancer,1379,
breast,196,
hereditary,1521,
breast cancer,31,
hereditary breast cancer,1521,
cancer,38,
hereditary,515,
breast or ovarian cancer,717,
breast,31,
hereditary breast or ovarian cancer,515,
disease,113,
fish-eye disease,104,
fish-eye,104,
inherited human disorder,78,
disease,344,
h FE,1061,
fish-eye,335,
fish-eye disease,335,
FED,354,
FED,625,
ataxia-telangiectasia,48,
A-T,60,
ataxia,776,
cerebellar,765,
A-T,414,
A-T,948,
cerebellar ataxia,765,
ataxia-telangiectasia,36,
A-T,195,
A-T,1040,
carcinomas,100,
non-papillary renal cell carcinomas,75,
non-papillary renal cell carcinomas,346,
tumours,871,
papillary renal cell tumours,667,
chromophobe renal cell carcinomas,614,
parenchymal tumours of the kidney,112,
non-papillary,1017,
non-papillary renal cell carcinoma,1017,
non-papillary,346,
renal oncocytomas,704,
carcinomas,481,
sporadic,66,
renal cell carcinomas,416,
carcinomas,427,
cell carcinomas,81,
chromophobe renal cell carcinomas,404,
renal cell,75,
parenchymal tumours,112,
renal,470,
tumours of the kidney,124,
sporadic renal cell carcinomas,66,
cell,476,
chromophobe,404,
renal cell carcinomas,626,
non-papillary renal cell carcinomas,456,
Emery-Dreifuss muscular dystrophy,4,
Emery-Dreifuss,607,
EMDM,643,
Emery-Dreifuss muscular dystrophy ( EMDM,607,
dystrophy,631,
EDMD,793,
muscular,622,
Emery-Dreifuss muscular dystrophy,607,
endometrial,20,
cancer,32,
endometrial cancer,20,
tumours,265,
colorectal,212,
endometrial,806,
carcinomas,562,
endometrial,550,
endometrial carcinoma,806,
endometrial carcinoma,774,
nonpolyposis,199,
endometrial carcinomas,550,
cancer,223,
hereditary,188,
hereditary nonpolyposis colorectal cancer,188,
tumours,1528,
endometrial,774,
carcinoma,786,
carcinoma,818,
tumours,11,
HNPCC,232,
sporadic tumours,256,
Norrie disease,20,
Norrie disease (ND,20,
Norrie,20,
disease,27,
ND,69,
ND,36,
ND,917,
ND,98,
ND,156,
disease,88,
Norrie disease ( ND,81,
Norrie disease,81,
neurological disorder,1055,
ND,201,
retrolental structures in the vitreous body,533,
recessive neurological,1045,
disorganization of the retinal ganglion cell layer,599,
Norrie,81,
ND,515,
alveolar rhabdomyosarcoma,39,
rhabdomyosarcoma,48,
alveolar,39,
ability for anchorage-independent growth,793,
transformation the cells become enlarged,687,
in multiple layers,756,
alveolar,10,
grow tightly packed,732,
Pediatric alveolar rhabdomyosarcoma,0,
Pediatric,0,
rhabdomyosarcoma,19,
enzyme deficiency,154,
glucose-6-phosphate dehydrogenase mutations,95,
severe enzyme deficiency,147,
G6PD deficiency,514,
chronic nonspherocytic,406,
G6PD deficiency,1219,
red-blood-cell glucose-6-phosphate dehydrogenase ( G6PD ) deficiency,190,
more-severe G6PD deficiency,502,
chronic nonspherocytic hemolytic anemia,406,
class I G6PD,703,
G6PD Bari,778,
G6PD Portici,736,
nonspherocytic hemolytic anemia,414,
G6PD,736,
hemolytic,429,
deficiency,248,
severe G6PD deficiency,1212,
chronic,406,
anemia,439,
glucose-6-phosphate dehydrogenase ( G6PD ) deficiency,205,
red-blood-cell,190,
red-blood-cell glucose-6-phosphate dehydrogenase ( G6PD,190,
G6PD-normal,950,
G6PD,711,
myotonic dystrophy,81,
DM,163,
myotonic dystrophy ( DM,21,
DM,42,
DM,340,
myotonic dystrophy,21,
myotonic dystrophy,1154,
DM,657,
lipomas,51,
lipomas,32,
lipoma,1754,
primary,1776,
lipomas,1784,
Huntington disease,119,
Huntington disease,24,
HD,175,
HD,1029,
HD,503,
HD,246,
HD,92,
HD,746,
Huntington disease ( HD,24,
HD,804,
CAG expansion,138,
CAG expansion,53,
HD,45,
sporadic aniridia,31,
aniridia,678,
phenotype cosegregated with chromosome abnormalities,784,
bilateral sporadic aniridia,36,
familial aniridia,744,
aniridia,503,
aniridia,324,
dehydrogenase,41,
glucose-6-phosphate dehydrogenase deficiency,21,
glucose-6-phosphate,21,
Muscle expression of glucose-6-phosphate dehydrogenase deficiency,0,
deficiency,55,
G6PD deficiency,21,
G6PD,451,
Muscle expression of G6PD deficiency,0,
G6PD,21,
deficiency,26,
G6PD,754,
G6PD,108,
phenylketonuria,17,
phenylketonuria,10,
PKU,28,
autosomal recessive disorder,40,
PKU,188,
Classical phenylketonuria ( PKU,0,
PKU,1001,
frontal lobe epilepsy,393,
autosomal,364,
"benign familial neonatal convulsions , autosomal dominant nocturnal frontal lobe epilepsy , and low-voltage EEG",151,
epilepsy,232,
autosomal dominant nocturnal frontal lobe epilepsy,190,
idiopathic,923,
low-voltage EEG,247,
frontal lobe epilepsy,219,
epilepsies,934,
familial neonatal convulsions,158,
benign,151,
convulsions,176,
idiopathic epilepsies,923,
autosomal,190,
benign familial neonatal convulsions,151,
autosomal dominant nocturnal frontal lobe epilepsy,364,
breast cancer,388,
breast cancer,907,
breast cancer,153,
inherited breast cancer,55,
inherited breast cancer,378,
breast cancer,65,
hereditary breast cancer,1686,
breast cancer,980,
breast cancer,1697,
breast cancer,1178,
breast / ovarian cancer,286,
breast cancer,250,
cancer,303,
familial breast cancer,241,
AT,1070,
ataxia-telangiectasia,20,
cancer,1055,
AT,266,
apoptosis,510,
AT,44,
no growth defect,1006,
cellular defects,246,
retardation,43,
meiosis,89,
during,82,
thymic,118,
growth,36,
immune,98,
defects,105,
thymic lymphoma,118,
chromosomal fragmentation during meiosis,56,
immune defects,98,
growth retardation,36,
chromosomal,56,
fragmentation,68,
lymphoma,125,
age,1215,
fragmentation,752,
infertility,553,
somatic,1379,
before,1196,
inherited human disease ataxia-telangiectasia,30,
months,1205,
growth-retarded,515,
lymphomas,1178,
of,1376,
meiotic,595,
synapsis,717,
Meiosis,613,
normal,1023,
behavioral,1100,
viable,506,
4,1203,
ataxia-telangiectasia,54,
no,1091,
die,1192,
ataxia-telangiectasia,438,
normal,1362,
abnormal,696,
meiosis,1348,
chromosome,741,
chromosomal,705,
failure,603,
impairment of T-cell-dependent immune responses,935,
abnormalities,1111,
Immune defects,768,
suppression,1428,
thymic lymphomas,1171,
tissues,1387,
of,1212,
immune,1397,
thymic,1171,
growth,1369,
gross,1094,
tumor,1422,
infertile,537,
development,1404,
cardiac and muscle symptoms,1105,
VLCAD deficiency,1170,
VLCAD deficiency,1296,
deficiencies of C6 and C7,37,
C6,104,
Combined subtotal deficiency of C6 and C7,0,
deficiency of C6 and C7,18,
C6 or C7 deficiency,849,
complement C7,23,
complement C7 deficiency,23,
C7 deficiency,34,
C7D,199,
meningitis,107,
recurrent,63,
recurrent bacterial infections,63,
infections,83,
C7D,1068,
bacterial,73,
C7D,1006,
Neisseria meningitidis,128,
Complement C7 deficiency,0,
Complement C7 deficiency ( C7D,0,
C7D,27,
lesch-nyhan syndrome,45,
deficiency of APRT in combination with HPRT-deficiency,493,
behavioral abnormalities,1108,
APRT-HPRT-deficient,979,
self-mutilation behavior,568,
deficiency of APRT,493,
