text,start,count
inherited cancer syndrome,1415,
cellular abnormalities,811,
genetic disease,43,
demyelination of the central nervous system,75,
adrenocortical insufficiency,992,
adrenal insufficiency,121,
cancers,63,
sporadic cancers,253,
tumors,1324,
sporadic tumours,423,
nonocular tumors,1338,
fatal lymphoreticular disease,787,
autosomal dominant disorder,32,
tumors,172,
semidominant developmental disorders,42,
developmental abnormalities of the eye,587,
brain abnormalities,242,
developmental defects,880,
inherited metabolic disorder,337,
disorder of inappropriate apoptosis,624,
inherited human disorder,78,
parenchymal tumours of the kidney,112,
sporadic tumours,256,
X-linked recessive neurological disorder,1036,
behavioral abnormalities,307,
chromosome abnormalities,812,
autosomal recessive disorder,40,
idiopathic epilepsies,923,
growth retardation,36,
Immune defects,768,
inherited human disease,30,
behavioral abnormalities,1100,
deficiencies of complement components,1112,
bacterial infections,73,
behavioral abnormalities,1108,
tumors,911,
stage III cancers,1426,
anxiety-related personality traits,739,
X-linked immunodeficiency disease,42,
adenomatous polyps,136,
cystic kidney disease,107,
autosomal dominant disease,67,
cystic kidney disease,267,
immunodeficiency,140,
cancer predisposition,161,
cancer-prone,229,
cerebellar degeneration,114,
autosomal recessive disorder,36,
cancers,652,
metastatic tumors,147,
autoimmune manifestations,734,
PLP-associated disease,937,
nystagmus,528,
severely handicapped,226,
short stature,252,
defective formation of type II collagen,60,
chondrodysplasia,29,
cancers,191,
metastasis,796,
predisposition to WT,405,
inherited disorder of skeletal muscle,44,
tumor types,357,
solid tumors,182,
cancer ,268,
cancer,578,
tumours,866,
genetic disorder,28,
solid tumor,202,
cancer-associated diseases,41,
neuromuscular disease,403,
autosomal dominant multisystem disorder,60,
diminished GALC activity,461,
diminished GALC activity,1014,
spastic paraplegia,382,
