text,start,count
ovarian cancer,889,
breast cancer,1244,
breast cancer,92,
hereditary ovarian cancer,1192,
ovarian cancer,125,
hereditary breast and ovarian cancer,742,
inherited cancer syndrome,1415,
cancers,612,
breast cancer,632,
Myotonic dystrophy,0,
DM,21,
DM,1123,
DM,437,
hereditary retinoblastoma,52,
familial or sporadic bilateral retinoblastoma,73,
type IID von Willebrand disease,88,
type IID von Willebrand disease,141,
type IID von Willebrand disease,1303,
WAS,837,
Wiskott-Aldrich syndrome,168,
WAS,195,
X-linked adrenoleukodystrophy,0,
idiopathic Addison's disease,53,
adrenomyeloneuropathy,1311,
Adrenal insufficiency,546,
Addisons disease,749,
ALD,368,
Adrenomyeloneuropathy,442,
adrenal insufficiency,121,
AMN,466,
ALD,727,
demyelination of the central nervous system,75,
accumulation of very long chain fatty acids in tissue and body fluids,149,
ALD,686,
ALD,32,
idiopathic Addisons disease,1455,
AMN,619,
ALD,221,
preclinical AMN,1373,
Addisons disease,570,
cerebral ALD,1288,
ALD,1428,
human prostate carcinoma,35,
Prostate cancer,0,
human prostate carcinoma,1506,
prostatic adenocarcinoma,1624,
breast carcinoma,36,
cancers,63,
breast carcinoma,1307,
breast cancer,914,
cancer,107,
familial breast and ovarian cancer,388,
breast carcinoma,599,
cancers,1289,
cancers,262,
pancreatic cancer,1445,
cancer,177,
breast cancer,729,
tumours,938,
breast cancers,1152,
hereditary breast and ovarian cancer,28,
ovarian cancers,1834,
carcinosarcoma,1505,
oligodendroglioma,1479,
tumors,1324,
ovarian cancer,1597,
"prostatic , pancreas , skin , and lung cancer",1405,
Familial Ovarian Cancer,109,
breast and / or ovarian cancer,130,
Li-Fraumeni syndrome,93,
Li-Fraumeni syndrome,43,
tumour,735,
tumours,602,
hereditary retinoblastoma,43,
retinoblastoma,54,
nonocular tumors,1338,
retinoblastoma,77,
HD,83,
Huntington disease,62,
HD,1583,
HD,1238,
Canavan disease,86,
Canavan disease,0,
Canavan disease,487,
Canavan disease,1178,
Canavan disease,153,
Canavan disease,1738,
ataxia-telangiectasia,59,
A-T,83,
Wiskott-Aldrich syndrome,57,
Wiskott-Aldrich syndrome,881,
familial Mediterranean fever,43,
FMF,193,
FMF,435,
FMF,1213,
hypertrophic cardiomyopathy,546,
cataract,718,
DM,21,
myotonia,707,
male-infertility,731,
Myotonic dystrophy,0,
DM,388,
DM,207,
Myotonic dystrophy,0,
DM,788,
DM,21,
breast and ovarian cancers,76,
tumors,172,
coronary heart disease,10,
CHD,819,
CHD,1096,
CHD,720,
CHD,1239,
CHD,153,
CHD,1332,
coronary heart disease,128,
retinoblastoma,38,
Wiskott-Aldrich syndrome,0,
WAS,802,
WAS,103,
severe eye abnormalities,68,
lack eyes and nasal cavities,201,
Aniridia,0,
iris hypoplasia,167,
developmental abnormalities of the eye,587,
galactosemia,1502,
galactosemia,366,
HD,610,
HD,87,
Huntington disease,66,
Prader-Willi syndrome,69,
PWS,172,
Prader-Willi syndrome,106,
PWS,130,
tumour,44,
von Hippel-Lindau disease,18,
haemangioblastoma,409,
renal cell carcinoma,264,
"retinal , cerebellar and spinal haemangioblastomas",211,
phaeochromocytoma,289,
hereditary breast cancer,25,
breast cancer,31,
hereditary breast cancer,1521,
hereditary breast cancers,413,
hereditary breast cancer,330,
hereditary cancer,909,
hereditary breast cancer,1361,
