text,start,count
inherited breast and ovarian cancer ,62,
ovarian cancer,889,
inherited cancer syndrome,1415,
Myotonic dystrophy,0,
DM,153,
DM,349,
DM,21,
von Willebrand,59,
cellular abnormalities,811,
Wiskott-Aldrich syndrome,168,
X-linked adrenoleukodystrophy,0,
Addison's disease,64,
adrenomyeloneuropathy,1311,
adrenocortical insufficiency,992,
X-Linked adrenoleukodystrophy,0,
adrenal insufficiency,121,
Adrenomyeloneuropathy,442,
cerebral ALD,626,
genetic disease,43,
AMN,466,
demyelination of the central nervous system,75,
Addisons disease,1466,
AMN,1385,
Tumor,0,
prostate carcinoma,41,
prostate carcinoma,1512,
prostatic adenocarcinoma,918,
prostate carcinomas,281,
prostate carcinomas,380,
breast carcinoma,36,
cancers,63,
sporadic breast and ovarian cancers,469,
familial breast cancer,649,
familial breast and ovarian cancer,388,
tumour,821,
breast carcinoma,599,
pancreatic tumour,1370,
tumour,192,
sporadic breast cancers,1143,
pancreatic cancer,1445,
tumour,37,
breast cancer,729,
sporadic cancers,253,
ovarian cancers,1834,
ovarian cancer,1092,
tumors,1324,
malignant melanoma,1455,
breast-ovarian cancer,1197,
"prostatic , pancreas , skin , and lung cancer",1405,
Ovarian Cancer,118,
breast and / or ovarian cancer,130,
breast and / or ovarian cancer,709,
leiomyosarcoma,659,
sporadic tumours,423,
tumour,113,
hereditary retinoblastoma,43,
tumor,1304,
nonocular tumors,1338,
hereditary retinoblastoma,66,
Huntington disease,62,
HD,190,
Canavan disease,1178,
deficiency of ASPA,1688,
deficiency of aspartoacylase,83,
fatal lymphoreticular disease,787,
familial Mediterranean fever,43,
familial Mediterranean fever,162,
myotonia,707,
atrophy,697,
DM,650,
cataract,718,
myotonic dystrophy,17,
myopathy,84,
DM,643,
fibre degeneration,459,
progressive skeletal myopathy,314,
fibrosis,482,
autosomal dominant disorder,32,
DM,165,
DM,388,
Myotonic dystrophy,0,
tumors,172,
CETP deficiency,1271,
coronary heart disease,128,
Wiskott-Aldrich syndrome,4,
WAS,39,
WAS,583,
X-linked thrombocytopenia,131,
semidominant developmental disorders,42,
developmental abnormalities of the eye,587,
brain abnormalities,242,
developmental defects,880,
inherited metabolic disorder,337,
galactosemia,366,
disorder of inappropriate apoptosis,624,
Huntington disease,66,
PWS,459,
von Hippel-Lindau disease tumour,18,
VHL,1125,
haemangioblastoma,409,
VHL,678,
VHL,1033,
VHL,796,
sporadic renal cell carcinoma,375,
VHL,1451,
VHL,1630,
VHL,351,
von Hippel-Lindau ( VHL ) disease,4,
VHL,1336,
"retinal , cerebellar and spinal haemangioblastomas",211,
VHL,527,
VHL,954,
VHL,159,
VHL,1731,
VHL,1551,
breast cancer,618,
hereditary breast cancers,413,
fish-eye disease,104,
inherited human disorder,78,
FED,1063,
fish-eye disease,335,
FED,625,
A-T,414,
cerebellar ataxia,765,
parenchymal tumours of the kidney,112,
VHL,189,
VHL,958,
VHL,35,
renal cell carcinomas,626,
VHL,846,
renal cell carcinomas,416,
EMDM,643,
Emery-Dreifuss muscular dystrophy,607,
EDMD,793,
HNPCC,232,
sporadic tumours,256,
Norrie disease,20,
ND,36,
ND,98,
ND,515,
X-linked recessive neurological disorder,1036,
Norrie disease,81,
G6PD deficiency,514,
chronic nonspherocytic hemolytic anemia,406,
G6PD deficiency,1219,
glucose-6-phosphate dehydrogenase ( G6PD ) deficiency,205,
behavioral abnormalities,307,
HD,746,
HD,246,
chromosome abnormalities,812,
glucose-6-phosphate dehydrogenase deficiency,21,
G6PD deficiency,21,
PAH-deficient,446,
PAH-deficient,715,
autosomal recessive disorder,40,
deficiency of hepatic phenylalanine hydroxylase,81,
benign familial neonatal convulsions,151,
idiopathic epilepsies,923,
autosomal dominant nocturnal frontal lobe epilepsy,190,
autosomal dominant nocturnal frontal lobe epilepsy,364,
hereditary breast cancer,1686,
male breast cancer,975,
AT,1070,
AT,68,
cancer,1055,
chromosomal fragmentation during meiosis,56,
growth retardation,36,
Immune defects,768,
infertility,553,
ataxia-telangiectasia,438,
thymic lymphomas,1171,
inherited human disease,30,
tumor,1422,
behavioral abnormalities,1100,
deficiencies of complement components,1112,
Neisseria meningitidis,128,
bacterial infections,73,
Complement C7 deficiency,0,
C7D,27,
HPRT-APRT-deficient,0,
behavioral abnormalities,1108,
HPRT-APRT-deficient,700,
deficiency of APRT,493,
HPRT-deficiency,532,
HPRT-deficient,211,
APRT deficiency,878,
APRT-HPRT-deficient,979,
HPRT-deficient,440,
Complete hypoxanthine-guanine phosphoribosyl-transferase ( HPRT ) deficiency,0,
Atm-deficient,508,
thymomas,285,
Atm-deficient,409,
Atm-deficient,296,
Atm-deficient,137,
tumor,678,
DCC-negative tumors,1008,
stage III disease,1102,
stage II and stage III colorectal carcinomas,824,
stage II colorectal carcinomas,1310,
tumor,323,
stage III cancers,1426,
tumors,911,
stage II and III colorectal carcinomas,523,
tumor,655,
stage II or stage III colorectal cancer,1265,
colorectal cancer,220,
anxiety-related personality traits,739,
atelosteogenesis type 2,41,
ACG1B,273,
DTDST chondrodysplasias,326,
AO2,802,
DTD,768,
ACG1B,1724,
atelosteogenesis type 2,209,
achondrogenesis type 1B,247,
AO2,1609,
AO2,520,
diastrophic dysplasia,17,
AO-2,457,
AO2,1223,
DTD,1616,
WAS,31,
isolated thrombocytopenia,1172,
WAS,267,
X-linked immunodeficiency disease,42,
Wiskott-Aldrich syndrome,4,
WAS,1263,
WAS,148,
WAS,1337,
adenomatous polyposis coli,222,
APC,874,
AAPC,1093,
APC,966,
attenuated adenomatous polyposis coli,411,
Familial adenomatous polyposis,0,
APC,251,
FAP,33,
adenomatous polyps,136,
APC,328,
AAPC,451,
hereditary breast and ovarian cancer,391,
renal hamartomas,186,
Autosomal dominant primary hyperparathyroidism and jaw tumor syndrome,0,
renal hamartomas,86,
cystic kidney disease,107,
JT,505,
primary HPT,838,
parathyroid tumor,1615,
MEN1,1261,
adult renal hamartomas,241,
Hereditary hyperparathyroidism-jaw tumor syndrome,0,
HPT,497,
renal hamartomas ,1662,
jaw tumor,1599,
autosomal dominant disease,67,
multiple endocrine neoplasia ( MEN ) types 1 and 2,1026,
tumor,1856,
cystic kidney disease,267,
JT,580,
HPT-JT,52,
MEN2,1270,
breast and ovarian cancer,346,
cancer,266,
breast and 79 ovarian cancer,651,
"breast , ovarian , or other cancers",857,
