text,start,count
breast and ovarian cancer,72,
inherited,62,
tumour,678,
inherited breast and ovarian cancer,62,
inherited breast and ovarian,62,
breast,72,
ovarian cancer,83,
Ovarian cancer,0,
inherited cancer,1415,
hereditary breast,742,
syndrome,1432,
cancer,503,
hereditary breast and ovarian cancer,742,
ovarian cancer,764,
inherited cancer syndrome,1415,
cancers,612,
myotonic dystrophy,91,
myotonic dystrophy unstable (CTG)n,91,
DM,1123,
CTG,49,
Myotonic dystrophy ( DM,0,
dysfunction of a number of transcription units in the vicinity,536,
CTG ) n trinucleotide repeat expansion,49,
DM,437,
Myotonic,0,
hereditary,52,
familial or sporadic bilateral retinoblastoma,73,
sporadic bilateral retinoblastoma,85,
retinoblastoma,104,
familial,73,
impaired C2 secretion,120,
C2 deficiency,25,
C2 deficiency,27,
C2 deficiency,245,
selective block in C2 secretion,63,
C2 secretion is impaired,494,
von Willebrand disease,97,
IID,146,
type,1303,
defective multimer formation,1271,
Wiskott-Aldrich,0,
Wiskott-Aldrich syndrome,0,
syndrome,16,
Wiskott-Aldrich,168,
cellular abnormalities,811,
syndrome,184,
idiopathic Addison's disease,53,
X-linked,0,
idiopathic,53,
Addison's,64,
adrenoleukodystrophy,9,
disease,74,
idiopathic Addisons,1455,
Adrenal,546,
with,1333,
adrenomyeloneuropathy with cerebral involvement,1311,
Adrenal insufficiency,546,
adrenal insufficiency,121,
the,92,
cerebral involvement,1338,
ALD,635,
cerebral,626,
idiopathic adrenocortical insufficiency,981,
demyelination,75,
nervous,104,
AMN or cerebral ALD,619,
X-Linked,0,
elevated plasma concentrations of very long chain fatty acids,1054,
demyelination of the central nervous system,75,
accumulation of very long chain fatty acids in tissue and body fluids,149,
adrenoleukodystrophy,9,
idiopathic Addisons disease,1455,
preclinical AMN,1373,
"adrenal insufficiency , and accumulation of very long chain fatty acids in tissue and body fluids",121,
central,96,
Adrenomyeloneuropathy ( AMN,442,
ALD,1297,
system,112,
of,89,
insufficiency ( Addisons disease,554,
X-Linked adrenoleukodystrophy ( ALD,0,
primary idiopathic adrenocortical insufficiency,973,
Tumor,0,
prostate,41,
human prostate carcinoma,35,
tumor,874,
carcinomas,389,
cancer,52,
human prostate carcinoma,1506,
prostate,380,
prostate,281,
prostate adenocarcinoma 1,1445,
adenocarcinoma,1454,
prostate adenocarcinoma,1037,
prostatic adenocarcinoma,918,
male cancer,47,
prostate adenocarcinoma,1445,
Prostate secretory epithelial cells and androgen-dependent prostate carcinomas,222,
prostatic,1624,
carcinomas,290,
tumor,1485,
male,47,
and,53,
other cancers,57,
cancers,63,
carcinoma,43,
breast,36,
other,57,
breast,1152,
and,404,
familial breast and ovarian cancer,388,
breast,397,
carcinoma,606,
cancers,1289,
sporadic,469,
tumour,1381,
cancers,497,
tumours,938,
breast,658,
tumour,1222,
cancer,665,
breast,914,
tumour,821,
pancreatic tumour,1370,
cancer,416,
these,186,
cancer,921,
breast cancers,1152,
familial breast,388,
ovarian,489,
pancreatic,1370,
familial,388,
breast and ovarian cancers,478,
sporadic breast and ovarian cancers,469,
carcinoma,1314,
breast,599,
breast,478,
tumour,192,
cancers,262,
breast and ovarian cancer,397,
tumour,37,
cancer,1456,
breast,729,
pancreatic,1445,
ovarian,408,
breast,1307,
cancer,107,
cancer,736,
sporadic,253,
cancers,1159,
and,485,
cancer,177,
sporadic,1143,
familial breast cancer,649,
hereditary,28,
cancer,58,
hereditary breast and ovarian cancer,28,
breast and ovarian cancer,48,
melanoma,1465,
breast-ovarian cancer,1197,
"prostatic , pancreas , skin , and lung cancer",1405,
cancer,1444,
"prostatic , pancreas",1405,
cancer,1795,
1 breast-ovarian cancer,1195,
ovarian,1597,
lung cancer,1439,
"prostatic , pancreas , skin , and lung cancer , a malignant melanoma , an oligodendroglioma , and a carcinosarcoma",1405,
ovarian cancer,1092,
prostatic,1405,
skin,1428,
a malignant melanoma,1453,
hereditary,1777,
hereditary breast cancer,1777,
breast cancer,1788,
malignant,1455,
tumors,1324,
tumor,1339,
breast-ovarian cancer,1024,
breast,48,
12,1531,
Ovarian,118,
Ovarian Cancer,118,
Cancer,126,
Familial Ovarian,109,
Familial,109,
Familial Ovarian Cancer,109,
ovarian,725,
or,722,
breast and / or ovarian cancer,709,
ovarian cancer,725,
breast / ovarian cancer,595,
breast,130,
and,716,
breast,709,
early-onset breast and / or ovarian cancer,118,
ovarian cancer,604,
breast and / or ovarian cancer,130,
early-onset,118,
breast,595,
syndrome,105,
Li-Fraumeni,93,
mutation,25,
a mutation in codon 344,82,
tumour,735,
Li-Fraumeni,43,
tumours,432,
tumours,602,
mutation,388,
germline mutation,485,
syndrome,55,
sporadic tumours,423,
tumour,113,
hereditary,43,
retinoblastoma,54,
tumor,1304,
hereditary,66,
retinoblastoma,77,
nonocular tumors,1338,
Huntington disease,73,
Huntington disease (HD,73,
HD,93,
HD,110,
HD,1690,
Huntington disease ( HD,62,
of HD,1580,
Huntington,62,
HD,1098,
disease,73,
with,57,
Canavan,86,
Canavan,487,
disease,1186,
disease,495,
Canavan,1738,
Canavan,0,
loss of enzymatic activity,242,
autosomal recessive trait,35,
disease,8,
Canavan,1178,
Wiskott-Aldrich syndrome,25,
syndrome,73,
scurfy,760,
T cell-mediated fatal lymphoreticular disease,771,
Wiskott-Aldrich,881,
lymphoreticular disease,793,
syndrome,897,
Wiskott-Aldrich,57,
lymphocytic infiltration,1034,
familial,43,
fever,66,
Mediterranean,52,
Colchicine in breast milk,0,
familial Mediterranean fever ( FMF,162,
fever,185,
Mediterranean,171,
familial,162,
mild myopathy,63,
Abnormal myotonic dystrophy,0,
myotonic dystrophy,9,
myopathy,68,
DMPK,116,
DM-protein kinase,96,
DM symptoms,650,
DM,650,
hypertrophic cardiomyopathy and enhanced neonatal mortality,546,
Myotonic dystrophy ( DM,0,
fibre-type dependent atrophy,676,
hypertrophic,546,
neonatal mortality,587,
DMPK,168,
DMPK,833,
enhanced neonatal mortality,578,
DM-protein,96,
Myotonic,0,
progressive,72,
late onset progressive myopathy,61,
myotonic dystrophy,17,
late,61,
onset,66,
progressive myopathy,72,
decrease in force generation,563,
DM,207,
late-onset,301,
"Muscles from mature mice show variation in fibre size , increased fibre degeneration and fibrosis",393,
50,558,
Myotonic,0,
dystrophy,9,
DM,788,
Myotonic dystrophy ( DM,0,
autosomal dominant disorder,32,
variation in fibre size,423,
increased fibre degeneration,449,
ultrastructural changes in muscle and a 50 % decrease in force generation,518,
"late-onset , progressive skeletal myopathy",301,
embryonic cellular proliferation,48,
tumor,4,
tumor suppressor,4,
mouse,88,
reduced cell proliferation accompanied by decreased expression of cyclin E and mdm-2,549,
Mutant embryos,279,
tumors,172,
breast and ovarian cancers,76,
mutant blastocyst growth,828,
Mutations,0,
reduced cell proliferation,549,
apoptosis,530,
breast,76,
extraembryonic region is abnormal,362,
embryogenesis,263,
disease,25,
heart,19,
coronary,10,
CHD,892,
disease,143,
coronary,128,
CETP,1271,
heart,137,
CHD,1365,
Wiskott-Aldrich,0,
syndrome,16,
thrombocytopenia,140,
classical WAS,792,
Wiskott-Aldrich syndrome,4,
X-linked,131,
WAS,802,
syndrome,20,
Wiskott-Aldrich,4,
WAS,103,
severe eye abnormalities,68,
eye abnormalities,75,
Small eye,20,
Small eye,436,
hypoplasia,172,
lack eyes and nasal cavities,201,
eyes and,206,
nasal cavities,215,
brain abnormalities,242,
lack,201,
lack eyes and nasal cavities and exhibit brain abnormalities,201,
eye,26,
exhibit brain abnormalities,234,
lack eyes,201,
developmental abnormalities of the eye,587,
developmental defects,880,
iris,167,
Small,20,
metabolic disorder galactosemia,347,
inherited metabolic disorder galactosemia,337,
inherited,337,
Apoptosis,0,
disease,77,
Huntington,66,
apoptosis,650,
apoptosis,235,
Huntington disease ( HD,66,
HD,327,
sporadic breast / ovarian tumorigenesis,139,
breast / ovarian cancer,67,
PWS,529,
Prader-Willi syndrome ( PWS,106,
PWS,459,
disease,36,
Hippel-Lindau,22,
Hippel-Lindau disease,22,
von Hippel-Lindau disease,18,
tumour,44,
VHL,678,
carcinoma,275,
"retinal , cerebellar and spinal haemangioblastomas , renal cell carcinoma and phaeochromocytoma",211,
VHL,1451,
VHL,351,
VHL,1336,
normal human development,1801,
renal,384,
von Hippel-Lindau ( VHL ) disease,4,
VHL,527,
cell,390,
VHL,796,
cerebellar,221,
VHL,1630,
carcinoma,395,
VHL,24,
VHL,1551,
Hippel-Lindau,8,
haemangioblastomas,243,
VHL,159,
"retinal , cerebellar and spinal haemangioblastomas",211,
VHL,954,
renal cell carcinoma and haemangioblastoma,384,
cerebellar and spinal,221,
VHL,1125,
VHL,1033,
retinal,211,
VHL-mediated,1731,
von Hippel-Lindau,4,
renal,264,
cancer,43,
breast,36,
hereditary,25,
hereditary,515,
cancer,38,
cancer,203,
breast or ovarian cancer,526,
breast,1372,
North American hereditary breast cancers,398,
breast or ovarian cancer,717,
hereditary,330,
cancer,1379,
breast,196,
breast,31,
hereditary cancer,909,
breast cancer,618,
high-risk breast cancer,608,
hereditary,413,
hereditary,1521,
hereditary breast or ovarian cancer,515,
hereditary,1361,
disease,113,
fish-eye,104,
inherited human disorder,78,
fish-eye,335,
FED,625,
disease,344,
h FE,1061,
A-T,414,
A-T,948,
ataxia,776,
A-T,195,
cerebellar,765,
carcinomas,100,
chromophobe renal cell carcinomas,614,
carcinomas,427,
parenchymal tumours of the kidney,112,
tumours,871,
cell carcinomas,81,
non-papillary,1017,
chromophobe renal cell carcinomas,404,
non-papillary,346,
chromophobe,404,
cell,476,
renal cell,75,
renal,470,
carcinomas,481,
tumours of the kidney,124,
parenchymal tumours,112,
sporadic,66,
Emery-Dreifuss muscular dystrophy,4,
Emery-Dreifuss,607,
EMDM,643,
Emery-Dreifuss muscular dystrophy ( EMDM,607,
dystrophy,631,
EDMD,793,
muscular,622,
Emery-Dreifuss muscular dystrophy,607,
endometrial,20,
cancer,32,
tumours,265,
colorectal,212,
endometrial,806,
endometrial,550,
endometrial carcinoma,806,
nonpolyposis,199,
carcinomas,562,
cancer,223,
hereditary,188,
hereditary nonpolyposis colorectal cancer,188,
tumours,1528,
endometrial,774,
carcinoma,786,
carcinoma,818,
tumours,11,
HNPCC,232,
sporadic tumours,256,
ND,69,
Norrie,20,
Norrie disease (ND,20,
disease,27,
ND,917,
ND,156,
disease,88,
Norrie disease ( ND,81,
neurological disorder,1055,
ND,201,
retrolental structures in the vitreous body,533,
recessive neurological,1045,
disorganization of the retinal ganglion cell layer,599,
Norrie,81,
ND,515,
rhabdomyosarcoma,48,
alveolar,39,
ability for anchorage-independent growth,793,
transformation the cells become enlarged,687,
in multiple layers,756,
alveolar,10,
grow tightly packed,732,
Pediatric,0,
rhabdomyosarcoma,19,
enzyme deficiency,154,
glucose-6-phosphate dehydrogenase mutations,95,
severe enzyme deficiency,147,
G6PD,711,
chronic nonspherocytic,406,
severe G6PD deficiency,1212,
red-blood-cell glucose-6-phosphate dehydrogenase ( G6PD ) deficiency,190,
more-severe G6PD deficiency,502,
class I G6PD,703,
G6PD Bari,778,
G6PD Portici,736,
nonspherocytic hemolytic anemia,414,
G6PD,736,
hemolytic,429,
deficiency,248,
chronic,406,
anemia,439,
red-blood-cell,190,
red-blood-cell glucose-6-phosphate dehydrogenase ( G6PD,190,
G6PD-normal,950,
myotonic dystrophy,81,
DM,163,
myotonic dystrophy ( DM,21,
DM,42,
DM,340,
myotonic dystrophy,21,
myotonic dystrophy,1154,
DM,657,
lipomas,51,
lipomas,32,
lipoma,1754,
primary,1776,
lipomas,1784,
Huntington disease,119,
HD,503,
HD,246,
HD,92,
HD,746,
Huntington disease ( HD,24,
CAG expansion,138,
CAG expansion,53,
familial aniridia,744,
phenotype cosegregated with chromosome abnormalities,784,
dehydrogenase,41,
glucose-6-phosphate,21,
Muscle expression of glucose-6-phosphate dehydrogenase deficiency,0,
deficiency,55,
G6PD,451,
Muscle expression of G6PD deficiency,0,
G6PD,21,
deficiency,26,
G6PD,754,
G6PD,108,
Classical phenylketonuria ( PKU,0,
autosomal recessive disorder,40,
frontal lobe epilepsy,393,
autosomal,364,
low-voltage EEG,247,
epilepsy,232,
idiopathic,923,
"benign familial neonatal convulsions , autosomal dominant nocturnal frontal lobe epilepsy , and low-voltage EEG",151,
frontal lobe epilepsy,219,
epilepsies,934,
familial neonatal convulsions,158,
benign,151,
convulsions,176,
idiopathic epilepsies,923,
autosomal,190,
breast cancer,388,
inherited breast / ovarian cancer,276,
breast cancer,65,
breast cancer,980,
breast cancer,1697,
inherited breast cancer,378,
breast / ovarian cancer,286,
breast cancer,250,
cancer,303,
AT,1070,
ataxia-telangiectasia,20,
cancer,1055,
AT,266,
apoptosis,510,
AT,44,
no growth defect,1006,
cellular defects,246,
retardation,43,
meiosis,89,
during,82,
thymic,118,
growth,36,
immune,98,
defects,105,
immune defects,98,
growth retardation,36,
chromosomal,56,
fragmentation,68,
lymphoma,125,
age,1215,
fragmentation,752,
somatic,1379,
before,1196,
inherited human disease ataxia-telangiectasia,30,
months,1205,
growth-retarded,515,
lymphomas,1178,
of,1376,
meiotic,595,
synapsis,717,
Meiosis,613,
normal,1023,
behavioral,1100,
viable,506,
4,1203,
no,1091,
die,1192,
normal,1362,
abnormal,696,
meiosis,1348,
chromosome,741,
chromosomal,705,
failure,603,
impairment of T-cell-dependent immune responses,935,
abnormalities,1111,
Immune defects,768,
suppression,1428,
tissues,1387,
of,1212,
immune,1397,
thymic,1171,
growth,1369,
gross,1094,
tumor,1422,
infertile,537,
development,1404,
cardiac and muscle symptoms,1105,
C6 and C7 deficiencies,104,
deficiencies of C6 and C7,37,
C6,104,
deficiency of C6 and C7,18,
C6 or C7 deficiency,849,
complement C7,23,
C7 deficiency,34,
meningitis,107,
recurrent,63,
recurrent bacterial infections,63,
bacterial,73,
infections,83,
Complement C7 deficiency ( C7D,0,
deficiency of APRT in combination with HPRT-deficiency,493,
behavioral abnormalities,1108,
self-mutilation behavior,568,
hypoxanthine-guanine phosphoribosyl-transferase ( HPRT ) deficiency,9,
Lesch-Nyhan,334,
Lesch-Nyhan,1153,
compulsive,174,
compulsive self-injurious behavior,174,
HPRT-deficient,211,
HPRT-APRT-deficient,700,
doubly-deficient,740,
APRT-HPRT-deficient,979,
HPRT-deficient,440,
self-injurious behavior,928,
cancers,57,
human colorectal cancers,40,
human colorectal,40,
tumor-suppressor,177,
cancers,323,
in colorectal canc,1037,
of colorectal canc,956,
her tumor-suppres,1134,
tumor-suppressor,270,
s a tumor-suppres,916,
31 cance,840,
y colorectal cance,533,
pancreatic,312,
ataxia-telangiectasia,23,
ataxia-telangiectasia protein-deficient,23,
Pleiotropic defects in ataxia-telangiectasia,0,
Atm-deficient,508,
Atm-deficient,296,
Atm-deficient,137,
severe defects in T cell maturation,223,
develop thymomas,277,
ataxia-telangiectasia,575,
Atm-deficient,409,
retarded in growth,160,
do not produce mature sperm,181,
ve tumo,1018,
th stage II and stage III colorectal carcinom,821,
tumo,655,
ith lesi,1397,
f tumo,676,
II colorectal carcinom,844,
th stage,885,
ith stage,1261,
DCC,203,
In stage II colorectal carcino,1307,
ike stage III canc,1422,
se tumo,908,
d stage II and III colorectal carcinoma,521,
th stage II disea,885,
h curatively resecte,501,
tumor,323,
ith stage II or stage III colorectal can,1261,
nd stage III colorectal carcinom,834,
th DCC-negative tumo,1005,
th stage,821,
th stage I,1099,
or stage III colorectal can,1274,
th stage III disea,1099,
I colorectal carcinoma,538,
tumor cells,323,
anxiety-related traits,15,
anxiety-related,15,
traits,31,
polymorphism,45,
antianxiety,213,
anxiety-related,739,
anxiety-related personality traits,739,
antidepressant,194,
anxiety,99,
2,63,
dysplasia,81,
atelosteogenesis,41,
diastrophic,69,
type,58,
the,303,
d ACG1,1722,
h AO,1221,
chondrodysplasias,108,
dysplasia,29,
chondrodysplasias,332,
2,231,
dysplasia,189,
h AO,1607,
diastrophic,177,
achondrogenesis,247,
1B,268,
diastrophic,17,
diastrophic dysplasia,17,
type,263,
r DT,1614,
atelosteogenesis,209,
type,226,
DTD,794,
Wiskott-Aldrich,111,
syndrome,127,
classical WAS,525,
immunodeficiency,51,
X-linked immunodeficiency disease,42,
thrombocytopenia,1181,
mild forms of the disease,561,
WAS,1263,
WAS,134,
syndrome,20,
Wiskott-Aldrich syndrome ( WAS,4,
Wiskott-Aldrich,4,
unrelated,470,
WAS,480,
immunodeficiency disease,51,
extensive clinical heterogeneity,188,
WAS,1561,
WAS,535,
adenomatous polyposis,120,
attenuated adenomatous polyposis coli,109,
adenomatous polyposis coli,222,
APC,874,
AAPC,1093,
Familial adenomatous polyposis ( FAP,0,
colorectal region,176,
attenuated adenomatous polyposis coli ( AAPC,411,
adenomatous polyposis coli ( APC,222,
APC,251,
numerous adenomatous polyps,127,
adenomatous polyps,136,
adenomatous polyposis coli ( AAPC,422,
tumors,167,
breast-ovarian cancer,75,
tumors,342,
tumor,229,
sporadic tumors,333,
tumour,720,
breast cancer,638,
breast,638,
mediating,710,
tumour suppression,720,
hereditary breast and ovarian cancer,4,
cancer,645,
hereditary breast and ovarian cancer,391,
breast and ovarian cancer,402,
hereditary,391,
cancer,421,
breast and ovarian,402,
dominant,10,
primary hyperparathyroidism,19,
with,81,
and,47,
Autosomal,0,
renal hamartomas and cystic kidney disease,86,
tumor,55,
jaw tumor syndrome,51,
hyperparathyroidism,27,
primary,19,
renal,86,
Autosomal dominant primary hyperparathyroidism,0,
jaw,51,
hamartomas,92,
syndrome,61,
cystic kidney disease,107,
Loss of heterozygosity,1470,
polycystic,675,
multiple endocrine neoplasia,1026,
hamartomas,1668,
adult,241,
multiple endocrine neoplasia ( MEN,1026,
lesions,426,
cystic,267,
renal hamartomas,247,
loss of heterozygosity,1686,
Hereditary hyperparathyroidism-jaw tumor syndrome ( HPT-JT,0,
autosomal dominant disease,67,
HPT and JT,497,
jaw tumor and a parathyroid tumor,1599,
MEN2,1270,
renal,420,
renal lesions,420,
HPT,846,
renal hamartomas,1662,
renal,1662,
primary,838,
HPT-JT,216,
syndrome,223,
MEN1,1261,
autosomal,761,
MEN,1057,
adult renal hamartomas or cystic kidney disease,241,
tumor,1856,
HPT-JT,380,
cystic kidney disease,267,
G6PD deficient,327,
enzyme deficiency,703,
