text,start,count
DM,153,
DM,349,
von Willebrand,26,
von Willebrand,59,
tumour,192,
Ovarian Cancer,118,
HD,190,
myotonic dystrophy,17,
DM,643,
DM,165,
WAS,583,
von Hippel-Lindau disease tumour,18,
VHL,1731,
VHL,189,
VHL,35,
VHL,958,
VHL,846,
lipoma,609,
lipoma,1754,
lipoma,696,
PAH-deficient,446,
PAH-deficient,715,
male breast cancer,975,
AT,68,
HPRT-APRT-deficient,0,
HPRT-APRT-deficient,700,
colorectal cancer,535,
Atm-deficient,508,
Atm-deficient,137,
Atm-deficient,296,
Atm-deficient,409,
tumor,678,
tumor,655,
ACG1B,1724,
WAS,148,
WAS,267,
APC,37,
adenomatous polyposis coli,222,
APC,251,
multiple endocrine neoplasia ( MEN ) types 1 and 2,1026,
MEN1,1261,
MEN2,1270,
breast and 79 ovarian cancer,651,
DM,164,
SJS,1621,
SJS,1676,
C9-deficient,101,
C9 deficiency,571,
galactosemia,706,
DM,860,
DM,190,
DM,894,
RCC,633,
RCC,1361,
