text,start,count
Addison's disease,64,
Addisons disease,1466,
deficiency of ASPA,1688,
deficiency of aspartoacylase,83,
atrophy,697,
fibre degeneration,459,
CETP deficiency,1271,
WAS,39,
FED,1063,
deficiency of hepatic phenylalanine hydroxylase,81,
combined subtotal deficiencies of C6 and C7,19,
colorectal cancers,959,
colorectal cancers,1040,
DCC-negative tumors,1008,
stage III disease,1102,
stage II colorectal carcinomas,1310,
AO2,1609,
AO2,1223,
DTD,768,
DTDST chondrodysplasias,326,
DTD,1616,
WAS,1337,
adenomatous polyposis coli,120,
renal hamartomas ,1662,
Schwartz-Jampel syndrome,4,
SJS  type 1A,942,
SJS,1464,
SJS,31,
IDDM,149,
IDDM,257,
Deficiency of terminal complement components,224,
C9 deficiency ,549,
breast cancer,1215,
breast cancer,702,
ovarian cancer,972,
breast cancer,1450,
breast cancers,1246,
breast cancer,630,
ovarian cancer,724,
breast cancer,423,
breast cancer,940,
ovarian cancer,1391,
complete deficiency of C9,845,
IF-GLD,1602,
