text,start,count
breast cancer,92,
ovarian cancer,125,
breast cancer,632,
ovarian cancer,889,
hereditary ovarian cancer,1192,
breast cancer,1244,
Myotonic dystrophy,0,
DM,21,
hereditary retinoblastoma,52,
type IID von Willebrand disease,88,
type IID von Willebrand disease,141,
type IID von Willebrand disease,1303,
Wiskott-Aldrich syndrome,168,
WAS,195,
WAS,837,
X-linked adrenoleukodystrophy,0,
ALD,32,
ALD,221,
ALD,368,
Adrenomyeloneuropathy,442,
AMN,466,
Addisons disease,570,
AMN,619,
ALD,686,
ALD,727,
Addisons disease,749,
cerebral ALD,1288,
adrenomyeloneuropathy,1311,
ALD,1428,
Prostate cancer,0,
prostatic adenocarcinoma,1624,
breast carcinoma,36,
breast carcinoma,599,
breast cancer,729,
breast cancer,914,
breast carcinoma,1307,
pancreatic cancer,1445,
oligodendroglioma,1479,
carcinosarcoma,1505,
ovarian cancer,1597,
ovarian cancers,1834,
Li-Fraumeni syndrome,93,
Li-Fraumeni syndrome,43,
hereditary retinoblastoma,43,
Huntington disease,62,
HD,83,
HD,1238,
HD,1583,
Canavan disease,86,
Canavan disease,0,
Canavan disease,153,
Canavan disease,487,
Canavan disease,1178,
Canavan disease,1738,
ataxia-telangiectasia,59,
A-T,83,
Wiskott-Aldrich syndrome,57,
Wiskott-Aldrich syndrome,881,
familial Mediterranean fever,43,
FMF,193,
FMF,435,
FMF,1213,
Myotonic dystrophy,0,
DM,21,
hypertrophic cardiomyopathy,546,
myotonia,707,
cataract,718,
male-infertility,731,
Myotonic dystrophy,0,
DM,21,
DM,388,
coronary heart disease,10,
coronary heart disease,128,
CHD,153,
CHD,720,
CHD,819,
CHD,1096,
CHD,1239,
CHD,1332,
retinoblastoma,38,
Wiskott-Aldrich syndrome,0,
Aniridia,0,
iris hypoplasia,167,
galactosemia,366,
galactosemia,1502,
Huntington disease,66,
HD,87,
HD,610,
Prader-Willi syndrome,69,
Prader-Willi syndrome,106,
PWS,130,
PWS,172,
renal cell carcinoma,264,
phaeochromocytoma,289,
haemangioblastoma,409,
hereditary breast cancer,25,
breast cancer,31,
hereditary breast cancer,185,
hereditary breast cancer,330,
hereditary breast cancers,413,
hereditary breast cancer,1361,
hereditary breast cancer,1521,
fish-eye disease,104,
fish-eye disease,335,
FED,354,
ataxia-telangiectasia,48,
ataxia-telangiectasia,36,
A-T,60,
cerebellar ataxia,765,
A-T,1040,
non-papillary renal cell carcinomas,75,
sporadic renal cell carcinomas,66,
non-papillary renal cell carcinomas,346,
non-papillary renal cell carcinomas,456,
papillary renal cell tumours,667,
renal oncocytomas,704,
non-papillary renal cell carcinoma,1017,
endometrial cancer,20,
endometrial carcinomas,550,
endometrial carcinoma,774,
Norrie disease,20,
ND,36,
ND,98,
alveolar rhabdomyosarcoma,39,
Pediatric alveolar rhabdomyosarcoma,0,
chronic nonspherocytic hemolytic anemia,406,
Huntington disease,24,
HD,45,
HD,175,
HD,804,
HD,1029,
sporadic aniridia,31,
bilateral sporadic aniridia,36,
aniridia,324,
aniridia,503,
aniridia,678,
glucose-6-phosphate dehydrogenase deficiency,21,
G6PD deficiency,21,
phenylketonuria,17,
phenylketonuria,10,
PKU,28,
PKU,188,
PKU,1001,
autosomal dominant nocturnal frontal lobe epilepsy,364,
inherited breast cancer,55,
breast cancer,153,
familial breast cancer,241,
breast cancer,907,
breast cancer,1178,
thymic lymphoma,118,
ataxia-telangiectasia,54,
ataxia-telangiectasia,438,
C7D,199,
