text,start,count
DM,153,
DM,349,
von Willebrand,26,
von Willebrand,59,
Tumor,0,
prostatic adenocarcinoma,918,
tumour,192,
tumour,37,
Ovarian Cancer,118,
tumour,113,
HD,190,
myotonic dystrophy,9,
DM,650,
myotonic dystrophy,17,
DM,643,
DM,165,
tumor,4,
WAS,583,
von Hippel-Lindau disease tumour,18,
VHL,1125,
VHL,1033,
VHL,796,
VHL,1336,
VHL,1731,
VHL,954,
VHL,527,
FED,625,
VHL,189,
VHL,35,
VHL,958,
VHL,846,
Emery-Dreifuss muscular dystrophy,607,
PAH-deficient,446,
PAH-deficient,715,
male breast cancer,975,
AT,1070,
AT,68,
tumor,1422,
HPRT-APRT-deficient,0,
HPRT-deficient,211,
APRT-HPRT-deficient,979,
HPRT-APRT-deficient,700,
HPRT-deficient,440,
ataxia-telangiectasia,23,
Atm-deficient,508,
Atm-deficient,137,
Atm-deficient,296,
Atm-deficient,409,
tumor,678,
tumor,323,
tumor,655,
diastrophic dysplasia,17,
ACG1B,1724,
WAS,148,
WAS,267,
APC,37,
adenomatous polyposis coli,222,
APC,874,
APC,251,
hereditary breast and ovarian cancer,391,
multiple endocrine neoplasia ( MEN ) types 1 and 2,1026,
MEN1,1261,
MEN2,1270,
G6PD deficient,327,
cancer,266,
breast and 79 ovarian cancer,651,
male breast cancer,42,
male breast cancer,32,
inherited breast / ovarian cancer,127,
breast cancer,732,
DM,164,
alkaptonuria,1463,
SJS,1621,
SJS,1676,
C9 deficiency,571,
galactosemia,706,
DM,860,
DM,190,
DM,894,
