text,start,count
inherited breast and ovarian cancer ,62,
DM,153,
DM,349,
von Willebrand,26,
von Willebrand,59,
cellular abnormalities,811,
Addison's disease,64,
Addisons disease,1466,
adrenocortical insufficiency,992,
genetic disease,43,
AMN,1385,
prostate carcinoma,41,
prostate carcinoma,1512,
prostate carcinomas,281,
sporadic breast and ovarian cancers,469,
sporadic breast cancers,1143,
sporadic cancers,253,
tumour,192,
Ovarian Cancer,118,
HD,190,
deficiency of ASPA,1688,
deficiency of aspartoacylase,83,
fatal lymphoreticular disease,787,
atrophy,697,
myotonic dystrophy,17,
DM,165,
autosomal dominant disorder,32,
fibrosis,482,
DM,643,
fibre degeneration,459,
CETP deficiency,1271,
WAS,39,
WAS,583,
eye abnormalities,75,
semidominant developmental disorders,42,
inherited metabolic disorder,337,
disorder of inappropriate apoptosis,624,
von Hippel-Lindau disease tumour,18,
VHL,1731,
inherited human disorder,78,
FED,1063,
VHL,189,
VHL,958,
VHL,35,
renal cell carcinomas,626,
VHL,846,
renal cell carcinomas,416,
X-linked recessive neurological disorder,1036,
G6PD deficiency,1219,
glucose-6-phosphate dehydrogenase ( G6PD ) deficiency,205,
primary lipomas,1776,
lipoma,609,
lipoma,1754,
lipoma,696,
behavioral abnormalities,307,
chromosome abnormalities,812,
PAH-deficient,446,
PAH-deficient,715,
autosomal recessive disorder,40,
deficiency of hepatic phenylalanine hydroxylase,81,
male breast cancer,975,
AT,68,
Immune defects,768,
inherited human disease,30,
thymic lymphomas,1171,
behavioral abnormalities,1100,
deficiencies of complement components,1112,
bacterial infections,73,
HPRT-APRT-deficient,0,
HPRT-deficiency,532,
behavioral abnormalities,1108,
HPRT-APRT-deficient,700,
deficiency of APRT,493,
Complete hypoxanthine-guanine phosphoribosyl-transferase ( HPRT ) deficiency,0,
colorectal cancers,46,
colorectal cancers,1040,
colorectal cancers,959,
colorectal cancer,535,
cancers,843,
Atm-deficient,508,
Atm-deficient,409,
Atm-deficient,296,
Atm-deficient,137,
tumor,678,
DCC-negative tumors,1008,
stage III disease,1102,
stage II and stage III colorectal carcinomas,824,
stage II colorectal carcinomas,1310,
stage III cancers,1426,
tumors,911,
stage II and III colorectal carcinomas,523,
tumor,655,
stage II or stage III colorectal cancer,1265,
DTDST chondrodysplasias,326,
ACG1B,1724,
DTD,768,
AO2,1609,
AO2,1223,
DTD,1616,
isolated thrombocytopenia,1172,
WAS,267,
X-linked immunodeficiency disease,42,
Wiskott-Aldrich syndrome,4,
WAS,148,
WAS,1337,
APC,37,
adenomatous polyposis coli,120,
adenomatous polyposis coli,222,
APC,328,
APC,251,
Autosomal dominant primary hyperparathyroidism and jaw tumor syndrome,0,
parathyroid tumor,1615,
MEN1,1261,
renal hamartomas ,1662,
jaw tumor,1599,
multiple endocrine neoplasia ( MEN ) types 1 and 2,1026,
autosomal dominant disease,67,
MEN2,1270,
favism,379,
enzyme deficiency,703,
breast and 79 ovarian cancer,651,
autosomal recessive disorder,36,
Duarte and Los Angeles variant galactosemia,20,
LA variant of galactosemia,1713,
DM,164,
severely handicapped,226,
defective formation of type II collagen,60,
primary glioblastomas,453,
metastasis,796,
Schwartz-Jampel syndrome,4,
SJS,1621,
bone dysplasia,1005,
bone dysplasia,742,
chondrodystrophic myotonia,37,
recessively inherited condition,87,
bone dysplasia,1179,
SJS  type 1A,942,
SJS,31,
SJS,1464,
SJS,1676,
SJS type 2,1384,
sporadic Wilms tumours,261,
kidney cancer,89,
inherited disorder of skeletal muscle,44,
IDDM,149,
IDDM,257,
Deficiency of terminal complement components,224,
C9 deficiency ,549,
breast cancer,1215,
breast cancer,702,
ovarian cancer,972,
breast cancer,1450,
breast cancers,1246,
breast cancer,630,
ovarian cancer,724,
breast and ovarian cancer,1005,
breast and ovarian cancer,832,
breast cancer,423,
breast cancer,940,
ovarian cancer,1391,
tumor types,357,
C9-deficient,101,
C9 deficiency,571,
complete deficiency of C9,845,
C9 deficiency,951,
cancer ,268,
classical and Duarte galactosemia,27,
Duarte galactosemia,436,
galactosemia,706,
classical and ,422,
genetic disorder,28,
alveolar rhabdomyosarcoma,214,
solid tumor,202,
cancer-associated diseases,41,
neuromuscular disease,403,
autosomal dominant multisystem disorder,60,
DM,860,
DM,894,
DM,190,
von Hippel-Lindau disease-associated and sporadic RCCs,178,
RCC,1361,
RCC,1750,
von Hippel-Lindau disease,1720,
RCC,633,
clear-cell renal cell carcinoma,95,
diminished GALC activity,461,
diminished GALC activity,1014,
IF-GLD,1602,
spastic paraplegia,382,
adult onset globoid cell leukodystrophy,78,
