text,start,count
Addison's disease,64,
Addisons disease,1466,
X-Linked adrenoleukodystrophy,0,
cerebral ALD,626,
AMN,1385,
prostate carcinoma,41,
prostate carcinoma,1512,
prostate carcinomas,281,
prostate carcinomas,380,
sporadic breast cancers,1143,
malignant melanoma,1455,
leiomyosarcoma,659,
hereditary retinoblastoma,66,
deficiency of ASPA,1688,
deficiency of aspartoacylase,83,
familial Mediterranean fever,162,
atrophy,697,
myopathy,84,
progressive skeletal myopathy,314,
fibrosis,482,
fibre degeneration,459,
CETP deficiency,1271,
WAS,39,
X-linked thrombocytopenia,131,
sporadic renal cell carcinoma,375,
FED,1063,
renal cell carcinomas,626,
renal cell carcinomas,416,
Norrie disease,81,
G6PD deficiency,514,
G6PD deficiency,1219,
glucose-6-phosphate dehydrogenase ( G6PD ) deficiency,205,
deficiency of hepatic phenylalanine hydroxylase,81,
benign familial neonatal convulsions,151,
autosomal dominant nocturnal frontal lobe epilepsy,190,
hereditary breast cancer,1686,
chromosomal fragmentation during meiosis,56,
thymic lymphomas,1171,
infertility,553,
Neisseria meningitidis,128,
Complement C7 deficiency,0,
C7D,27,
APRT deficiency,878,
HPRT-deficiency,532,
deficiency of APRT,493,
Complete hypoxanthine-guanine phosphoribosyl-transferase ( HPRT ) deficiency,0,
DCC-negative tumors,1008,
stage III disease,1102,
stage II colorectal carcinomas,1310,
atelosteogenesis type 2,41,
DTDST chondrodysplasias,326,
DTD,768,
achondrogenesis type 1B,247,
AO2,1609,
AO2,1223,
DTD,1616,
Wiskott-Aldrich syndrome,4,
WAS,31,
WAS,1337,
isolated thrombocytopenia,1172,
adenomatous polyposis coli,120,
APC,328,
AAPC,451,
APC,966,
attenuated adenomatous polyposis coli,411,
Autosomal dominant primary hyperparathyroidism and jaw tumor syndrome,0,
renal hamartomas,86,
JT,505,
parathyroid tumor,1615,
adult renal hamartomas,241,
Hereditary hyperparathyroidism-jaw tumor syndrome,0,
renal hamartomas ,1662,
jaw tumor,1599,
primary HPT,838,
HPT,497,
favism,379,
Duarte enzyme variant of galactosemia,47,
LA variant of galactosemia,1713,
breast cancer,98,
breast cancer,817,
breast cancer,403,
breast carcinomas,455,
SPG,372,
X-linked spastic paraplegia,342,
ovarian cancer,61,
breast cancer,43,
primary glioblastomas,453,
Schwartz-Jampel syndrome,4,
Kniest dysplasia,1205,
chondrodystrophic myotonia,37,
SJS  type 1A,942,
SJS,31,
SJS,1464,
SJS type 2,1384,
sporadic Wilms tumours,261,
kidney cancer,89,
IDDM,149,
IDDM,257,
Deficiency of terminal complement components,224,
C9 deficiency ,549,
neisseria infections,308,
breast cancer,1215,
breast cancer,702,
ovarian cancer,972,
breast cancer,1450,
breast cancers,1246,
breast cancer,630,
ovarian cancer,724,
breast cancer,423,
breast cancer,940,
ovarian cancer,1391,
complete deficiency of C9,845,
C9 deficiency,951,
alveolar rhabdomyosarcoma,214,
T-cell lymphomas,395,
Li-Fraumeni syndrome,94,
acute radiation toxicity,1264,
Krabbe disease,41,
Adult onset globoid cell leukodystrophy,0,
GLD,1709,
AO-GLD,137,
IF-GLD,1602,
adult onset globoid cell leukodystrophy,78,
