text,start,count
breast cancer,92,
ovarian cancer,125,
breast cancer,632,
hereditary ovarian cancer,1192,
breast cancer,1244,
type IID von Willebrand disease,141,
type IID von Willebrand disease,1303,
WAS,195,
WAS,837,
ALD,32,
ALD,221,
ALD,368,
Addisons disease,570,
AMN,619,
ALD,686,
ALD,727,
Addisons disease,749,
cerebral ALD,1288,
ALD,1428,
Prostate cancer,0,
prostatic adenocarcinoma,1624,
breast cancer,914,
breast carcinoma,1307,
oligodendroglioma,1479,
carcinosarcoma,1505,
ovarian cancer,1597,
Li-Fraumeni syndrome,43,
HD,83,
HD,1238,
HD,1583,
Canavan disease,86,
Canavan disease,0,
Canavan disease,153,
Canavan disease,487,
Canavan disease,1738,
ataxia-telangiectasia,59,
A-T,83,
Wiskott-Aldrich syndrome,57,
Wiskott-Aldrich syndrome,881,
FMF,193,
FMF,435,
FMF,1213,
Myotonic dystrophy,0,
DM,21,
hypertrophic cardiomyopathy,546,
male-infertility,731,
DM,21,
coronary heart disease,10,
CHD,153,
CHD,720,
CHD,819,
CHD,1096,
CHD,1239,
CHD,1332,
retinoblastoma,38,
Wiskott-Aldrich syndrome,0,
Aniridia,0,
iris hypoplasia,167,
galactosemia,1502,
HD,87,
HD,610,
Prader-Willi syndrome,106,
PWS,130,
PWS,172,
renal cell carcinoma,264,
phaeochromocytoma,289,
hereditary breast cancer,25,
breast cancer,31,
hereditary breast cancer,185,
hereditary breast cancer,330,
hereditary breast cancer,1361,
hereditary breast cancer,1521,
FED,354,
ataxia-telangiectasia,48,
ataxia-telangiectasia,36,
A-T,60,
A-T,1040,
non-papillary renal cell carcinomas,75,
sporadic renal cell carcinomas,66,
non-papillary renal cell carcinomas,346,
non-papillary renal cell carcinomas,456,
papillary renal cell tumours,667,
renal oncocytomas,704,
non-papillary renal cell carcinoma,1017,
endometrial carcinomas,550,
endometrial carcinoma,774,
Pediatric alveolar rhabdomyosarcoma,0,
Huntington disease,24,
HD,45,
HD,175,
HD,804,
HD,1029,
sporadic aniridia,31,
bilateral sporadic aniridia,36,
aniridia,324,
aniridia,503,
aniridia,678,
phenylketonuria,10,
PKU,28,
PKU,188,
PKU,1001,
inherited breast cancer,55,
breast cancer,153,
familial breast cancer,241,
breast cancer,907,
breast cancer,1178,
thymic lymphoma,118,
ataxia-telangiectasia,54,
C7D,199,
C7D,1006,
C7D,1068,
lesch-nyhan syndrome,45,
Lesch-Nyhan syndrome,102,
Lesch-Nyhan syndrome,334,
Lesch-Nyhan syndrome,1153,
ataxia-telangiectasia,36,
colorectal cancer,33,
stage II colorectal cancer,84,
colorectal carcinoma,361,
diastrophic dysplasia,69,
diastrophic dysplasia,177,
DTD,201,
AO2,235,
DTD,473,
DTD,526,
DTD,808,
WAS,313,
colorectal cancer,73,
FAP,296,
AAPC,589,
HPT-JT syndrome,216,
HPT-JT syndrome,380,
polycystic kidney disease,675,
renal hamartomas,1514,
Ataxia-telangiectasia,0,
ovarian cancer,746,
Myotonic dystrophy,0,
DM,21,
autoimmune lymphoproliferative syndrome,48,
autoimmune lymphoproliferative syndrome,323,
ALPS,365,
ALPS,469,
PMD,184,
PMD,446,
breast cancer,337,
breast cancer,1489,
Kniest dysplasia,0,
Kniest dysplasia,0,
alkaptonuria,1626,
WT,120,
Denys-Drash syndrome,344,
non-asbestos related mesothelioma,550,
desmoplastic small round cell tumour,586,
acute myeloid leukemia,645,
autosomal dominant myotonia congenita,14,
Autosomal dominant myotonia congenita,0,
aniridia,55,
aniridia,165,
insulin-dependent diabetes mellitus,95,
breast cancer,69,
breast cancer,112,
pancreatic cancer,53,
pancreatic cancer,213,
pancreatic tumors,566,
pancreatic tumors,730,
pancreatic cancer,806,
breast cancer,630,
Classical galactosemia,0,
classical galactosemia,509,
galactosemia,1037,
ataxia-telangiectasia,45,
A-T,69,
alveolar rhabdomyosarcoma,907,
dystrophia myotonica,24,
DM,47,
