text,start,count
ovarian cancer,889,
Myotonic dystrophy,0,
DM,21,
Wiskott-Aldrich syndrome,168,
X-linked adrenoleukodystrophy,0,
Addison's disease,64,
adrenomyeloneuropathy,1311,
X-Linked adrenoleukodystrophy,0,
Adrenomyeloneuropathy,442,
cerebral ALD,626,
AMN,466,
Addisons disease,1466,
AMN,1385,
prostate carcinoma,41,
prostate carcinoma,1512,
prostate carcinomas,281,
prostate carcinomas,380,
breast carcinoma,36,
pancreatic cancer,1445,
sporadic breast cancers,1143,
breast carcinoma,599,
breast cancer,729,
ovarian cancers,1834,
malignant melanoma,1455,
leiomyosarcoma,659,
hereditary retinoblastoma,43,
hereditary retinoblastoma,66,
Huntington disease,62,
Canavan disease,1178,
deficiency of ASPA,1688,
deficiency of aspartoacylase,83,
familial Mediterranean fever,43,
familial Mediterranean fever,162,
myotonia,707,
atrophy,697,
cataract,718,
myopathy,84,
DM,388,
progressive skeletal myopathy,314,
fibrosis,482,
Myotonic dystrophy,0,
fibre degeneration,459,
CETP deficiency,1271,
coronary heart disease,128,
WAS,39,
X-linked thrombocytopenia,131,
galactosemia,366,
Huntington disease,66,
sporadic renal cell carcinoma,375,
haemangioblastoma,409,
hereditary breast cancers,413,
fish-eye disease,104,
FED,1063,
fish-eye disease,335,
cerebellar ataxia,765,
renal cell carcinomas,626,
renal cell carcinomas,416,
Norrie disease,20,
ND,36,
ND,98,
Norrie disease,81,
G6PD deficiency,514,
chronic nonspherocytic hemolytic anemia,406,
G6PD deficiency,1219,
glucose-6-phosphate dehydrogenase ( G6PD ) deficiency,205,
glucose-6-phosphate dehydrogenase deficiency,21,
G6PD deficiency,21,
deficiency of hepatic phenylalanine hydroxylase,81,
benign familial neonatal convulsions,151,
autosomal dominant nocturnal frontal lobe epilepsy,190,
autosomal dominant nocturnal frontal lobe epilepsy,364,
hereditary breast cancer,1686,
chromosomal fragmentation during meiosis,56,
thymic lymphomas,1171,
ataxia-telangiectasia,438,
infertility,553,
Neisseria meningitidis,128,
Complement C7 deficiency,0,
C7D,27,
APRT deficiency,878,
HPRT-deficiency,532,
deficiency of APRT,493,
Complete hypoxanthine-guanine phosphoribosyl-transferase ( HPRT ) deficiency,0,
thymomas,285,
DCC-negative tumors,1008,
stage III disease,1102,
colorectal cancer,220,
stage II colorectal carcinomas,1310,
atelosteogenesis type 2,41,
ACG1B,273,
DTDST chondrodysplasias,326,
DTD,768,
AO2,802,
atelosteogenesis type 2,209,
achondrogenesis type 1B,247,
AO2,1609,
AO2,520,
AO-2,457,
AO2,1223,
DTD,1616,
Wiskott-Aldrich syndrome,4,
WAS,31,
WAS,1337,
isolated thrombocytopenia,1172,
APC,966,
attenuated adenomatous polyposis coli,411,
Familial adenomatous polyposis,0,
FAP,33,
APC,328,
AAPC,451,
renal hamartomas,186,
Autosomal dominant primary hyperparathyroidism and jaw tumor syndrome,0,
renal hamartomas,86,
JT,505,
parathyroid tumor,1615,
adult renal hamartomas,241,
Hereditary hyperparathyroidism-jaw tumor syndrome,0,
renal hamartomas ,1662,
jaw tumor,1599,
primary HPT,838,
HPT,497,
HPT-JT,52,
JT,580,
breast cancer,1264,
A-T,89,
ataxia-telangiectasia,65,
male breast cancer,828,
Duarte enzyme variant of galactosemia,47,
LA variant of galactosemia,1713,
breast cancer,98,
breast cancer,817,
breast cancer,403,
breast carcinomas,455,
SPG,372,
X-linked spastic paraplegia,342,
Pelizaeus-Merzbacher disease,153,
ovarian cancer,61,
breast cancer,43,
Kniest dysplasia,605,
primary glioblastomas,453,
juvenile granulosa cell tumour,517,
kidney cancer,89,
sporadic Wilms tumours,261,
Wilms tumour,105,
C9 deficiency ,549,
Deficiency of terminal complement components,224,
neisseria infections,308,
inherited C9 deficiency,383,
C9 deficiency,890,
C9 deficiency,442,
breast cancer,1215,
breast cancer,702,
ovarian cancer,972,
breast cancer,1450,
breast cancers,1246,
breast cancer,630,
ovarian cancer,724,
breast cancer,423,
breast cancer,940,
ovarian cancer,1391,
pancreatic tumors,488,
breast carcinomas,137,
estrogen receptor-positive breast carcinomas,1020,
alveolar rhabdomyosarcoma,116,
alveolar rhabdomyosarcoma,214,
T-cell lymphomas,395,
Li-Fraumeni syndrome,94,
ataxia-telangiectasia,68,
acute radiation toxicity,1264,
Myotonic dystrophy,0,
Krabbe disease,41,
Adult onset globoid cell leukodystrophy,0,
GLD,1709,
Krabbe disease,120,
AO-GLD,137,
IF-GLD,1602,
adult onset globoid cell leukodystrophy,78,
