text,start,count
genetic disease,43,
adrenocortical insufficiency,992,
sporadic cancers,253,
fatal lymphoreticular disease,787,
semidominant developmental disorders,42,
inherited metabolic disorder,337,
disorder of inappropriate apoptosis,624,
X-linked recessive neurological disorder,1036,
primary lipomas,1776,
behavioral abnormalities,307,
chromosome abnormalities,812,
inherited human disease,30,
behavioral abnormalities,1100,
deficiencies of complement components,1112,
bacterial infections,73,
cancers,843,
tumors,911,
stage III cancers,1426,
autosomal recessive disorder,36,
defective formation of type II collagen,60,
metastasis,796,
recessively inherited condition,87,
bone dysplasia,1005,
bone dysplasia,742,
inherited disorder of skeletal muscle,44,
tumor types,357,
cancer ,268,
genetic disorder,28,
cancer-associated diseases,41,
neuromuscular disease,403,
diminished GALC activity,461,
diminished GALC activity,1014,
spastic paraplegia,382,
